"","PC","tip","shift_value","regime","shift_node","shift_edge","bootstrap_support"
"275","morphoPC7","Plectroglyphidodon_altus",5.1845979697482,"3",345,683,0.68
"285","morphoPC7","Plectroglyphidodon_apicalis",5.1845979697482,"3",345,683,0.68
"345","morphoPC7","Plectroglyphidodon_aureus",5.1845979697482,"3",345,683,0.68
"2412","morphoPC7","Plectroglyphidodon_dickii",5.1845979697482,"3",345,683,0.68
"335","morphoPC7","Plectroglyphidodon_emeryi",5.1845979697482,"3",345,683,0.68
"305","morphoPC7","Plectroglyphidodon_fasciolatus",5.1845979697482,"3",345,683,0.68
"325","morphoPC7","Plectroglyphidodon_gascoynei",5.1845979697482,"3",345,683,0.68
"1912","morphoPC7","Plectroglyphidodon_imparipennis",5.1845979697482,"3",345,683,0.68
"265","morphoPC7","Plectroglyphidodon_insularis",5.1845979697482,"3",345,683,0.68
"257","morphoPC7","Plectroglyphidodon_johnstonianus",5.1845979697482,"3",345,683,0.68
"2112","morphoPC7","Plectroglyphidodon_leucozonus",5.1845979697482,"3",345,683,0.68
"3110","morphoPC7","Plectroglyphidodon_luteobrunneus",5.1845979697482,"3",345,683,0.68
"355","morphoPC7","Plectroglyphidodon_marginatus",5.1845979697482,"3",345,683,0.68
"295","morphoPC7","Plectroglyphidodon_obreptus",5.1845979697482,"3",345,683,0.68
"2312","morphoPC7","Plectroglyphidodon_phoenixensis",5.1845979697482,"3",345,683,0.68
"2212","morphoPC7","Plectroglyphidodon_randalli",5.1845979697482,"3",345,683,0.68
"2012","morphoPC7","Plectroglyphidodon_sagmarius",5.1845979697482,"3",345,683,0.68
"1712","morphoPC7","Similiparma_hermani",5.1845979697482,"3",345,683,0.68
"1812","morphoPC7","Similiparma_lurida",5.1845979697482,"3",345,683,0.68
"485","morphoPC7","Stegastes_acapulcoensis",5.1845979697482,"3",345,683,0.68
"594","morphoPC7","Stegastes_adustus",5.1845979697482,"3",345,683,0.68
"425","morphoPC7","Stegastes_albifasciatus",5.1845979697482,"3",345,683,0.68
"445","morphoPC7","Stegastes_arcifrons",5.1845979697482,"3",345,683,0.68
"544","morphoPC7","Stegastes_baldwini",5.1845979697482,"3",345,683,0.68
"554","morphoPC7","Stegastes_beebei",5.1845979697482,"3",345,683,0.68
"604","morphoPC7","Stegastes_diencaeus",5.1845979697482,"3",345,683,0.68
"564","morphoPC7","Stegastes_flavilatus",5.1845979697482,"3",345,683,0.68
"455","morphoPC7","Stegastes_fuscus",5.1845979697482,"3",345,683,0.68
"465","morphoPC7","Stegastes_imbricatus",5.1845979697482,"3",345,683,0.68
"375","morphoPC7","Stegastes_lacrymatus",5.1845979697482,"3",345,683,0.68
"574","morphoPC7","Stegastes_leucostictus",5.1845979697482,"3",345,683,0.68
"435","morphoPC7","Stegastes_limbatus",5.1845979697482,"3",345,683,0.68
"395","morphoPC7","Stegastes_lividus",5.1845979697482,"3",345,683,0.68
"4110","morphoPC7","Stegastes_nigricans",5.1845979697482,"3",345,683,0.68
"584","morphoPC7","Stegastes_otophorus",5.1845979697482,"3",345,683,0.68
"524","morphoPC7","Stegastes_partitus",5.1845979697482,"3",345,683,0.68
"385","morphoPC7","Stegastes_pelicieri",5.1845979697482,"3",345,683,0.68
"534","morphoPC7","Stegastes_pictus",5.1845979697482,"3",345,683,0.68
"475","morphoPC7","Stegastes_planifrons",5.1845979697482,"3",345,683,0.68
"405","morphoPC7","Stegastes_punctatus",5.1845979697482,"3",345,683,0.68
"495","morphoPC7","Stegastes_rectifraenum",5.1845979697482,"3",345,683,0.68
"505","morphoPC7","Stegastes_rocasensis",5.1845979697482,"3",345,683,0.68
"519","morphoPC7","Stegastes_sanctipauli",5.1845979697482,"3",345,683,0.68
"619","morphoPC7","Stegastes_variabilis",5.1845979697482,"3",345,683,0.68
"624","morphoPC7","Stegastes_xanthurus",5.1845979697482,"3",345,683,0.68
"1105","morphoPC8","Amphiprion_bicinctus",11.9882181994496,"1",620,133,0.78
"258","morphoPC8","Amphiprion_omanensis",11.9882181994496,"1",620,133,0.78
"320","morphoPC8","Chrysiptera_rollandi",16.2528299908105,"2",194,291,0.94
"420","morphoPC8","Chromis_cadenati",-13.9497475476494,"3",134,413,0.7
