id,image_url,latitude,longitude,species_guess,scientific_name,scientific_name_valid,scientific_name_found,common_name,taxon_id
100006457,https://inaturalist-open-data.s3.amazonaws.com/photos/166846870/medium.jpg,20.63290615,-156.4977177,Brighteye Damselfish,Plectroglyphidodon imparipennis,YES,,Brighteye Damselfish,203922
100021943,https://inaturalist-open-data.s3.amazonaws.com/photos/166874722/medium.jpg,-17.596453,178.984054,Blackbar Damselfish,Plectroglyphidodon dickii,YES,,Blackbar Damselfish,204597
100021947,https://inaturalist-open-data.s3.amazonaws.com/photos/166874734/medium.jpg,-17.598907,178.988775,Twospot Demoiselle,Chrysiptera biocellata,YES,,Twospot Demoiselle,341387
10003312,https://static.inaturalist.org/photos/13754331/medium.jpg,-10.42625064,105.6683074,Three-spot Dascyllus,Dascyllus trimaculatus,YES,,Three-spot Dascyllus,49303
100207301,https://static.inaturalist.org/photos/167215119/medium.jpg,-30.01784,153.27135,Blue-eye Damsel,Plectroglyphidodon johnstonianus,YES,,Blue-eye Damsel,196591
100238253,https://inaturalist-open-data.s3.amazonaws.com/photos/167270652/medium.jpg,-17.599193,178.991661,Humbug,Dascyllus aruanus,YES,,Humbug,952775
100349540,https://inaturalist-open-data.s3.amazonaws.com/photos/167471169/medium.jpeg,-17.69509342,177.072418,Blackbar Damselfish,Plectroglyphidodon dickii,YES,,Blackbar Damselfish,204597
100349839,https://inaturalist-open-data.s3.amazonaws.com/photos/167472026/medium.jpeg,-18.25598585,177.8296148,Dusky Gregory,Stegastes nigricans,YES,,Dusky Gregory,49922
100350042,https://inaturalist-open-data.s3.amazonaws.com/photos/167472248/medium.jpeg,-18.25627113,177.8291856,Dusky Gregory,Stegastes nigricans,YES,,Dusky Gregory,49922
100350334,https://inaturalist-open-data.s3.amazonaws.com/photos/167472936/medium.jpeg,-17.67058847,177.1073795,South Seas Demoiselle,Chrysiptera taupou,YES,,South Seas Demoiselle,181017
100391715,https://inaturalist-open-data.s3.amazonaws.com/photos/167547772/medium.jpg,-20.85179873,165.4235458,Golden Damselfish,Amblyglyphidodon aureus,YES,,Golden Damselfish,134155
100487342,https://static.inaturalist.org/photos/167726123/medium.jpeg,-15.11777571,-75.38498942,Casta√±uelas y afines,Chrominae,NO,Chromis caerulea,Chromis and Allied Damselfishes,1303642
100509529,https://inaturalist-open-data.s3.amazonaws.com/photos/167761313/medium.jpg,18.35279372,-66.06278756,Blue-green Chromis,Chromis viridis,YES,,Blue-green Chromis,179880
100607535,https://inaturalist-open-data.s3.amazonaws.com/photos/167939570/medium.jpg,25.34793026,34.77663629,Yellow-side Damselfish,Amblyglyphidodon flavilatus,YES,,Yellow-side Damselfish,371763
100623120,https://inaturalist-open-data.s3.amazonaws.com/photos/167968007/medium.jpeg,-0.605679385,130.5030713,Neon Damselfish,Pomacentrus coelestis,YES,,Neon Damselfish,132371
10064685,https://inaturalist-open-data.s3.amazonaws.com/photos/13855848/medium.jpg,-33.79887924,151.2978437,Blackbar Damselfish,Plectroglyphidodon dickii,YES,,Blackbar Damselfish,204597
100653692,https://inaturalist-open-data.s3.amazonaws.com/photos/168021543/medium.jpg,-17.16952912,177.196137,Amblypomacentrus tricinctus,Amblypomacentrus tricinctus,YES,,Threeband Demoiselle,1316560
100655431,https://inaturalist-open-data.s3.amazonaws.com/photos/168025839/medium.jpg,12.21538508,-68.3368814,Threespot Damselfish,Stegastes planifrons,YES,,Threespot Damselfish,49304
100782652,https://inaturalist-open-data.s3.amazonaws.com/photos/168240804/medium.jpg,26.78288689,-80.04233091,Caribbean Cocoa Damselfish,Stegastes xanthurus,YES,,Caribbean Cocoa Damselfish,619700
100819456,https://inaturalist-open-data.s3.amazonaws.com/photos/168309614/medium.jpg,12.21538508,-68.3368814,Threespot Damselfish,Stegastes planifrons,YES,,Threespot Damselfish,49304
100839297,https://inaturalist-open-data.s3.amazonaws.com/photos/168343992/medium.jpg,25.33722101,34.74067226,Jewel Damsel,Stegastes lacrymatus,YES,,Jewel Damsel,1325088
100887169,https://static.inaturalist.org/photos/168431492/medium.jpeg,36.1298246,-79.83310355,Blue Chromis,Azurina cyanea,YES,,Blue Chromis,1315935
100912687,https://inaturalist-open-data.s3.amazonaws.com/photos/168477831/medium.jpeg,4.091104,72.8621326,Three-spot Dascyllus,Dascyllus trimaculatus,YES,,Three-spot Dascyllus,49303
100931683,https://inaturalist-open-data.s3.amazonaws.com/photos/168508698/medium.jpg,12.0705035,-68.28067303,Blue Chromis,Azurina cyanea,YES,,Blue Chromis,1315935
101031346,https://inaturalist-open-data.s3.amazonaws.com/photos/168686064/medium.jpg,12.270786,-68.414354,Yellowtail Damselfish,Microspathodon chrysurus,YES,,Yellowtail Damselfish,49753
101034151,https://static.inaturalist.org/photos/168690849/medium.jpg,-17.1333333,179.1333333,Yelloweye Damselfish,Pomacentrus flavioculus,YES,,Yelloweye Damselfish,1015406
101102447,https://inaturalist-open-data.s3.amazonaws.com/photos/168806856/medium.jpg,12.051255,-68.272242,Yellowtail Damselfish,Microspathodon chrysurus,YES,,Yellowtail Damselfish,49753
101107030,https://static.inaturalist.org/photos/168815266/medium.jpg,-17.1333333,179.1333333,Reticulated Damselfish,Dascyllus reticulatus,YES,,Reticulated Damselfish,179872
10110799,https://static.inaturalist.org/photos/13938018/medium.jpg,-31.555326,159.082121,Multispine Damsel,Neoglyphidodon polyacanthus,YES,,Multispine Damsel,424819
10110803,https://static.inaturalist.org/photos/13938045/medium.jpg,-31.555326,159.082121,Multispine Damsel,Neoglyphidodon polyacanthus,YES,,Multispine Damsel,424819
101109563,https://static.inaturalist.org/photos/168820077/medium.jpg,-17.1333333,179.1333333,Three-spot Dascyllus,Dascyllus trimaculatus,YES,,Three-spot Dascyllus,49303
101109633,https://static.inaturalist.org/photos/168820180/medium.jpg,-17.1333333,179.1333333,Reticulated Damselfish,Dascyllus reticulatus,YES,,Reticulated Damselfish,179872
10119159,https://static.inaturalist.org/photos/13951644/medium.jpg,-31.555326,159.082121,Multispine Damsel,Neoglyphidodon polyacanthus,YES,,Multispine Damsel,424819
10119323,https://static.inaturalist.org/photos/13951930/medium.jpg,-31.555326,159.082121,Johnston Damsel,Plectroglyphidodon johnstonianus,YES,,Blue-eye Damsel,196591
10119453,https://static.inaturalist.org/photos/13952154/medium.jpg,-31.555326,159.082121,Multispine Damsel,Neoglyphidodon polyacanthus,YES,,Multispine Damsel,424819
101429970,https://inaturalist-open-data.s3.amazonaws.com/photos/169392785/medium.jpg,12.17075683,-68.28872084,Bicolor Damselfish,Stegastes partitus,YES,,Bicolor Damselfish,128183
101431252,https://inaturalist-open-data.s3.amazonaws.com/photos/169395355/medium.jpg,12.17075683,-68.28872084,Threespot Damselfish,Stegastes planifrons,YES,,Threespot Damselfish,49304
10148562,https://inaturalist-open-data.s3.amazonaws.com/photos/14002575/medium.jpeg,33.34917025,-118.3249413,Garibaldi,Hypsypops rubicundus,YES,,Garibaldi,53693
101597733,https://inaturalist-open-data.s3.amazonaws.com/photos/169694302/medium.jpeg,4.263287797,73.00028366,Jewel Damsel,Stegastes lacrymatus,YES,,Jewel Damsel,1325088
101646444,https://inaturalist-open-data.s3.amazonaws.com/photos/169770481/medium.jpeg,-27.42407924,153.5489555,Neon Damselfish,Pomacentrus coelestis,YES,,Neon Damselfish,132371
101835759,https://inaturalist-open-data.s3.amazonaws.com/photos/170115446/medium.jpg,25.46996945,34.6820377,Green Damselfish,Amblyglyphidodon indicus,YES,,Green Damselfish,311609
101925929,https://static.inaturalist.org/photos/170265174/medium.jpg,-18.61023861,146.487206,Damselfishes and Anemonefishes,Pomacentridae,NO,Pomacentrus grammorhynchus,Damselfishes,48313
102031730,https://inaturalist-open-data.s3.amazonaws.com/photos/170482953/medium.jpg,25.34072535,34.73941649,Green Damselfish,Amblyglyphidodon indicus,YES,,Green Damselfish,311609
102115080,https://inaturalist-open-data.s3.amazonaws.com/photos/170637435/medium.jpg,18.30706686,-64.86841897,Threespot Damselfish,Stegastes planifrons,YES,,Threespot Damselfish,49304
102123927,https://inaturalist-open-data.s3.amazonaws.com/photos/170653115/medium.jpg,12.17075683,-68.28872084,Bicolor Damselfish,Stegastes partitus,YES,,Bicolor Damselfish,128183
102124266,https://inaturalist-open-data.s3.amazonaws.com/photos/170654091/medium.jpg,12.17075683,-68.28872084,Longfin Damselfish,Stegastes diencaeus,YES,,Longfin Damselfish,128185
102140461,https://inaturalist-open-data.s3.amazonaws.com/photos/170684781/medium.jpg,-21.81682869,114.1917036,Regal Demoiselle,Neopomacentrus cyanomos,YES,,Regal Demoiselle,358376
102141152,https://inaturalist-open-data.s3.amazonaws.com/photos/170685322/medium.jpg,-21.86862107,114.1580602,Blackbar Damselfish,Plectroglyphidodon dickii,YES,,Blackbar Damselfish,204597
102142699,https://inaturalist-open-data.s3.amazonaws.com/photos/170688517/medium.jpg,-21.81682869,114.1917036,Blue-scribbled Damsel,Pomacentrus nagasakiensis,YES,,Blue-scribbled Damsel,358838
102292046,https://inaturalist-open-data.s3.amazonaws.com/photos/170960152/medium.jpg,-21.86862107,114.1580602,Reticulated Damselfish,Dascyllus reticulatus,YES,,Reticulated Damselfish,179872
102296590,https://inaturalist-open-data.s3.amazonaws.com/photos/170968704/medium.jpg,-21.86862107,114.1580602,Lemon Damsel,Pomacentrus moluccensis,YES,,Lemon Damsel,181028
102297761,https://inaturalist-open-data.s3.amazonaws.com/photos/170971129/medium.jpg,-21.86862107,114.1580602,Blue-scribbled Damsel,Pomacentrus nagasakiensis,YES,,Blue-scribbled Damsel,358838
102298106,https://inaturalist-open-data.s3.amazonaws.com/photos/170971705/medium.jpg,-21.86862107,114.1580602,Blue-eye Damsel,Plectroglyphidodon johnstonianus,YES,,Blue-eye Damsel,196591
102330583,https://inaturalist-open-data.s3.amazonaws.com/photos/171030432/medium.jpg,7.342421993,98.80615398,Whitetail Damsel,Pomacentrus chrysurus,YES,,Whitetail Damsel,447759
102330592,https://inaturalist-open-data.s3.amazonaws.com/photos/171030509/medium.jpg,7.342421993,98.80615398,Green Damselfish,Amblyglyphidodon indicus,YES,,Green Damselfish,311609
102331142,https://inaturalist-open-data.s3.amazonaws.com/photos/171031672/medium.jpg,7.342421993,98.80615398,Thai Damsel,Pomacentrus polyspinus,YES,,Thai damsel,619683
102332941,https://inaturalist-open-data.s3.amazonaws.com/photos/171034922/medium.jpg,7.342421993,98.80615398,Peacock Damsel,Pomacentrus pavo,YES,,Peacock Damsel,119717
102332944,https://inaturalist-open-data.s3.amazonaws.com/photos/171034978/medium.jpg,7.342421993,98.80615398,Thai Damsel,Pomacentrus polyspinus,YES,,Thai damsel,619683
102332945,https://inaturalist-open-data.s3.amazonaws.com/photos/171034988/medium.jpg,7.342421993,98.80615398,Thai Damsel,Pomacentrus polyspinus,YES,,Thai damsel,619683
102333599,https://inaturalist-open-data.s3.amazonaws.com/photos/171036496/medium.jpg,7.342421993,98.80615398,Thai Damsel,Pomacentrus polyspinus,YES,,Thai damsel,619683
102387508,https://inaturalist-open-data.s3.amazonaws.com/photos/171138055/medium.jpeg,-20.7429393,164.257008,Whitebelly Damsel,Amblyglyphidodon leucogaster,YES,,Whitebelly Damsel,181015
102392222,https://inaturalist-open-data.s3.amazonaws.com/photos/171147996/medium.jpeg,15.66889228,-96.48112893,Giant Damselfish,Microspathodon dorsalis,YES,,Giant Damselfish,105832
102422062,https://inaturalist-open-data.s3.amazonaws.com/photos/171204539/medium.jpg,7.342421993,98.80615398,Whitetail Damsel,Pomacentrus chrysurus,YES,,Whitetail Damsel,447759
102422063,https://inaturalist-open-data.s3.amazonaws.com/photos/171204535/medium.jpg,7.342421993,98.80615398,Whitetail Damsel,Pomacentrus chrysurus,YES,,Whitetail Damsel,447759
102468369,https://inaturalist-open-data.s3.amazonaws.com/photos/171295798/medium.jpg,25.66241862,34.58627662,Green Damselfish,Amblyglyphidodon indicus,YES,,Green Damselfish,311609
102528193,https://inaturalist-open-data.s3.amazonaws.com/photos/171411539/medium.jpg,-23.43995568,151.9124859,Humbug,Dascyllus aruanus,YES,,Humbug,952775
102588949,https://inaturalist-open-data.s3.amazonaws.com/photos/171526573/medium.jpg,20.69501479,-156.4450195,Brighteye Damselfish,Plectroglyphidodon imparipennis,YES,,Brighteye Damselfish,203922
102588958,https://inaturalist-open-data.s3.amazonaws.com/photos/171525906/medium.jpg,-15.46380938,145.6850288,Golden Damselfish,Amblyglyphidodon aureus,YES,,Golden Damselfish,134155
102664924,https://inaturalist-open-data.s3.amazonaws.com/photos/171669465/medium.jpg,27.09188217,33.87883695,Damselfishes,Pomacentrinae,NO,Pomacentrus trilineatus,Typical Damselfishes and Anemonefishes,606190
102669282,https://inaturalist-open-data.s3.amazonaws.com/photos/171674833/medium.jpg,7.342421993,98.80615398,Blue-scribbled Damsel,Pomacentrus nagasakiensis,YES,,Blue-scribbled Damsel,358838
102669576,https://inaturalist-open-data.s3.amazonaws.com/photos/171677902/medium.jpg,7.342421993,98.80615398,Peacock Damsel,Pomacentrus pavo,YES,,Peacock Damsel,119717
102701667,https://inaturalist-open-data.s3.amazonaws.com/photos/171737933/medium.jpeg,2.754792174,73.0269115,Three-spot Dascyllus,Dascyllus trimaculatus,YES,,Three-spot Dascyllus,49303
102708413,https://inaturalist-open-data.s3.amazonaws.com/photos/171750364/medium.jpeg,28.91842873,-13.66859983,Atlantische monniksvis,Chromis limbata,YES,,Atlantic Damselfish,342041
102751764,https://inaturalist-open-data.s3.amazonaws.com/photos/171828208/medium.jpg,33.54413756,-117.799715,Garibaldi,Hypsypops rubicundus,YES,,Garibaldi,53693
102755754,https://inaturalist-open-data.s3.amazonaws.com/photos/171836691/medium.jpg,34.01607353,-118.2868976,Garibaldi,Hypsypops rubicundus,YES,,Garibaldi,53693
102766438,https://static.inaturalist.org/photos/171857279/medium.jpg,-11.774072,144.0618077,Speckled Damsel,Pomacentrus bankanensis,YES,,Speckled Damsel,181026
102852854,https://inaturalist-open-data.s3.amazonaws.com/photos/172019124/medium.jpg,24.12252556,-74.47292051,Beaugregory,Stegastes leucostictus,YES,,Beaugregory,180708
10286189,https://inaturalist-open-data.s3.amazonaws.com/photos/14242289/medium.jpg,1.46062108,124.7939962,Whitebelly Damsel,Amblyglyphidodon leucogaster,YES,,Whitebelly Damsel,181015
10286278,https://inaturalist-open-data.s3.amazonaws.com/photos/14242515/medium.jpg,1.460594682,124.7933833,Staghorn Damsel,Amblyglyphidodon curacao,YES,,Staghorn Damsel,119053
102930283,https://inaturalist-open-data.s3.amazonaws.com/photos/172164998/medium.jpg,16.16710211,-61.788742,Bicolor Damselfish,Stegastes partitus,YES,,Bicolor Damselfish,128183
102940470,https://inaturalist-open-data.s3.amazonaws.com/photos/172184352/medium.jpeg,28.91875344,-13.66487434,Atlantic Damselfish,Chromis limbata,YES,,Atlantic Damselfish,342041
102956152,https://inaturalist-open-data.s3.amazonaws.com/photos/172211326/medium.jpg,25.24573643,34.79722995,Green Damselfish,Amblyglyphidodon indicus,YES,,Green Damselfish,311609
103005216,https://static.inaturalist.org/photos/172302638/medium.png,17.89140962,-62.84790603,Blue Chromis,Azurina cyanea,YES,,Blue Chromis,1315935
103005218,https://static.inaturalist.org/photos/172302668/medium.png,17.90717963,-62.85841063,Yellowtail Damselfish,Microspathodon chrysurus,YES,,Yellowtail Damselfish,49753
103005219,https://static.inaturalist.org/photos/172302679/medium.png,17.90084327,-62.8599704,Yellowtail Damselfish,Microspathodon chrysurus,YES,,Yellowtail Damselfish,49753
103005220,https://static.inaturalist.org/photos/172302693/medium.png,17.90817834,-62.82131352,Dusky Damselfish,Stegastes adustus,YES,,Dusky Damselfish,49923
103005225,https://static.inaturalist.org/photos/172302772/medium.png,17.90419997,-62.85425268,Bicolor Damselfish,Stegastes partitus,YES,,Bicolor Damselfish,128183
103005226,https://static.inaturalist.org/photos/172302791/medium.png,17.90791886,-62.85981203,Threespot Damselfish,Stegastes planifrons,YES,,Threespot Damselfish,49304
103005227,https://static.inaturalist.org/photos/172302814/medium.png,17.90791886,-62.85981203,Threespot Damselfish,Stegastes planifrons,YES,,Threespot Damselfish,49304
103009627,https://inaturalist-open-data.s3.amazonaws.com/photos/172312530/medium.jpg,9.517295,123.686905,Golden Damselfish,Amblyglyphidodon aureus,YES,,Golden Damselfish,134155
103031,https://inaturalist-open-data.s3.amazonaws.com/photos/148707/medium.jpg,-0.5630556,130.6761111,Golden damsel,Amblyglyphidodon aureus,YES,,Golden Damselfish,134155
103039265,https://inaturalist-open-data.s3.amazonaws.com/photos/172367387/medium.jpeg,2.720997045,73.01383491,Three-spot Dascyllus,Dascyllus trimaculatus,YES,,Three-spot Dascyllus,49303
103042150,https://inaturalist-open-data.s3.amazonaws.com/photos/172370944/medium.jpeg,40.76375852,14.00752272,Castagnole,Chromis chromis,YES,,Mediterranean Damselfish,118682
103043,https://inaturalist-open-data.s3.amazonaws.com/photos/148719/medium.jpg,-0.5630556,130.6761111,Staghorn damsel,Amblyglyphidodon curacao,YES,,Staghorn Damsel,119053
103146768,https://inaturalist-open-data.s3.amazonaws.com/photos/172570661/medium.jpg,21.93680304,120.798688,Staghorn Damsel,Amblyglyphidodon curacao,YES,,Staghorn Damsel,119053
103151581,https://inaturalist-open-data.s3.amazonaws.com/photos/172574879/medium.jpeg,22.22441744,-159.4638566,Brighteye Damselfish,Plectroglyphidodon imparipennis,YES,,Brighteye Damselfish,203922
10317194,https://static.inaturalist.org/photos/14296687/medium.jpg,-10.42793334,105.6678772,Blackbar Damselfish,Plectroglyphidodon dickii,YES,,Blackbar Damselfish,204597
103227141,https://static.inaturalist.org/photos/172716573/medium.jpg,-29.929429,153.391466,Speckled Damsel,Pomacentrus bankanensis,YES,,Speckled Damsel,181026
103229483,https://inaturalist-open-data.s3.amazonaws.com/photos/172721554/medium.jpeg,-20.76592503,165.2772669,Demoiselles et Poissons-clowns,Pomacentridae,NO,Pomacentrus tripunctatus,Damselfishes,48313
10323854,https://static.inaturalist.org/photos/14309214/medium.jpg,-13.0103847,-38.52914661,Dusky Damselfish,Stegastes fuscus,YES,,Dusky Damselfish,49924
10323855,https://static.inaturalist.org/photos/14309216/medium.jpg,-13.0103847,-38.52914661,Stegastes variabilis,Stegastes variabilis,YES,,Brazilian Cocoa Damselfish,1023724
103240666,https://inaturalist-open-data.s3.amazonaws.com/photos/172741883/medium.jpg,13.52568899,120.9750015,Neon Damselfish,Pomacentrus coelestis,YES,,Neon Damselfish,132371
103240684,https://inaturalist-open-data.s3.amazonaws.com/photos/172741918/medium.jpg,13.4181734,120.8217333,Damselfishes,Pomacentrinae,NO,Pomacentrus reidi ,Typical Damselfishes and Anemonefishes,606190
103247878,https://inaturalist-open-data.s3.amazonaws.com/photos/172753892/medium.jpg,-8.093930901,114.5168229,Golden Damselfish,Amblyglyphidodon aureus,YES,,Golden Damselfish,134155
103252635,https://inaturalist-open-data.s3.amazonaws.com/photos/172763644/medium.jpg,-8.134287344,114.5456006,Princess Damsel,Pomacentrus vaiuli,YES,,Princess Damsel,135270
103268915,https://inaturalist-open-data.s3.amazonaws.com/photos/172794645/medium.jpg,26.78298028,-80.04509828,Caribbean Cocoa Damselfish,Stegastes xanthurus,YES,,Caribbean Cocoa Damselfish,619700
103321751,https://inaturalist-open-data.s3.amazonaws.com/photos/172895574/medium.jpg,27.1296286,33.82673378,Damselfishes and Anemonefishes,Pomacentridae,NO,Stegastes marginatus,Damselfishes,48313
10333005,https://static.inaturalist.org/photos/14324586/medium.jpg,-29.929429,153.391466,Neon Damselfish,Pomacentrus coelestis,YES,,Neon Damselfish,132371
103365532,https://inaturalist-open-data.s3.amazonaws.com/photos/172978278/medium.jpg,27.1295779,33.85977782,Damselfishes,Pomacentrinae,NO,Pomacentrus milleri,Typical Damselfishes and Anemonefishes,606190
103436185,https://inaturalist-open-data.s3.amazonaws.com/photos/173114767/medium.png,-18.62001354,147.0686216,Ambon Damsel,Pomacentrus amboinensis,YES,,Ambon Damsel,325535
103436796,https://inaturalist-open-data.s3.amazonaws.com/photos/173115759/medium.jpg,26.78338456,-80.04045739,Caribbean Cocoa Damselfish,Stegastes xanthurus,YES,,Caribbean Cocoa Damselfish,619700
103437642,https://inaturalist-open-data.s3.amazonaws.com/photos/173116134/medium.jpeg,27.21469739,33.95340423,Yellow-side Damselfish,Amblyglyphidodon flavilatus,YES,,Yellow-side Damselfish,371763
103519356,https://static.inaturalist.org/photos/173274952/medium.jpg,0.224144111,73.21837038,Chrysiptera brownriggii,Chrysiptera brownriggii,YES,,Indian Surge Demoiselle,57339
103613569,https://inaturalist-open-data.s3.amazonaws.com/photos/173453763/medium.jpg,-29.0605594,167.9620866,Blackbar Damselfish,Plectroglyphidodon dickii,YES,,Blackbar Damselfish,204597
103669643,https://inaturalist-open-data.s3.amazonaws.com/photos/173562768/medium.jpg,-22.12716701,113.8751729,Dusky Gregory,Stegastes nigricans,YES,,Dusky Gregory,49922
103693422,https://inaturalist-open-data.s3.amazonaws.com/photos/173608198/medium.jpeg,26.20256167,34.21689333,Bicolor Damselfish,Pycnochromis dimidiatus,YES,,Red Sea Half-and-half Chromis,1316762
103712312,https://inaturalist-open-data.s3.amazonaws.com/photos/173642397/medium.jpg,26.78262791,-80.04109039,Caribbean Cocoa Damselfish,Stegastes xanthurus,YES,,Caribbean Cocoa Damselfish,619700
103757422,https://static.inaturalist.org/photos/173718408/medium.jpg,26.4425977,127.7734662,Èõ∑ÂÖãÊñØÂàªÈΩíÈõÄÈØõ,Chrysiptera rex,YES,,Pink Demoiselle,344375
103760675,https://inaturalist-open-data.s3.amazonaws.com/photos/173738299/medium.jpg,21.76988049,-84.52435396,Blue Chromis,Azurina cyanea,YES,,Blue Chromis,1315935
103797678,https://inaturalist-open-data.s3.amazonaws.com/photos/173807712/medium.jpg,-8.813344384,115.2306999,Reticulated Damselfish,Dascyllus reticulatus,YES,,Reticulated Damselfish,179872
103797683,https://inaturalist-open-data.s3.amazonaws.com/photos/173807999/medium.jpeg,-8.813407997,115.2306999,Three-spot Dascyllus,Dascyllus trimaculatus,YES,,Three-spot Dascyllus,49303
103797684,https://inaturalist-open-data.s3.amazonaws.com/photos/173807852/medium.jpeg,-8.813386793,115.2306999,Jewel Damsel,Stegastes lacrymatus,YES,,Jewel Damsel,1325088
103811245,https://inaturalist-open-data.s3.amazonaws.com/photos/173838565/medium.jpg,-23.4422976,151.9148004,Peacock Damsel,Pomacentrus pavo,YES,,Peacock Damsel,119717
103818032,https://static.inaturalist.org/photos/173849488/medium.jpeg,-20.30445747,57.36428436,Three-spot Dascyllus,Dascyllus trimaculatus,YES,,Three-spot Dascyllus,49303
103870891,https://inaturalist-open-data.s3.amazonaws.com/photos/173954331/medium.jpg,-23.43259777,151.920983,Lemon Damsel,Pomacentrus moluccensis,YES,,Lemon Damsel,181028
103930690,https://inaturalist-open-data.s3.amazonaws.com/photos/174059300/medium.jpeg,,,Reticulated Damselfish,Dascyllus reticulatus,YES,,Reticulated Damselfish,179872
103930712,https://inaturalist-open-data.s3.amazonaws.com/photos/174059434/medium.jpeg,,,Ambon Damsel,Pomacentrus amboinensis,YES,,Ambon Damsel,325535
103958246,https://inaturalist-open-data.s3.amazonaws.com/photos/174111040/medium.jpg,-8.509220193,119.6991978,Golden Damselfish,Amblyglyphidodon aureus,YES,,Golden Damselfish,134155
104047699,https://inaturalist-open-data.s3.amazonaws.com/photos/174286952/medium.jpeg,12.1443491,-68.2655456,Microspathodon chrysurus,Microspathodon chrysurus,YES,,Yellowtail Damselfish,49753
104170003,https://inaturalist-open-data.s3.amazonaws.com/photos/174524035/medium.jpeg,-16.786542,146.269111,Reticulated Damselfish,Dascyllus reticulatus,YES,,Reticulated Damselfish,179872
104171899,https://inaturalist-open-data.s3.amazonaws.com/photos/174523640/medium.jpeg,-8.545242979,119.6490193,White Damsel,Dischistodus perspicillatus,YES,,White Damsel,123458
104190,https://inaturalist-open-data.s3.amazonaws.com/photos/150083/medium.jpg,-0.5630556,130.6761111,Princess damsel,Pomacentrus vaiuli,YES,,Princess Damsel,135270
104252508,https://inaturalist-open-data.s3.amazonaws.com/photos/174662173/medium.jpg,-26.14197753,113.1630188,Reticulated Damselfish,Dascyllus reticulatus,YES,,Reticulated Damselfish,179872
104279433,https://inaturalist-open-data.s3.amazonaws.com/photos/174543894/medium.jpeg,-4.659052258,39.38053789,Pomacentridae,Pomacentridae,NO,Stegastes pelicieri,Damselfishes,48313
104279473,https://inaturalist-open-data.s3.amazonaws.com/photos/174544181/medium.jpeg,-4.649507315,39.38637012,Indian Surge Demoiselle,Chrysiptera brownriggii,YES,,Indian Surge Demoiselle,57339
104279545,https://inaturalist-open-data.s3.amazonaws.com/photos/174544611/medium.jpeg,-4.650419613,39.38630605,Dusky Gregory,Stegastes nigricans,YES,,Dusky Gregory,49922
104279546,https://inaturalist-open-data.s3.amazonaws.com/photos/174544618/medium.jpeg,-4.65039779,39.38625219,Chrysiptera biocellata,Chrysiptera biocellata,YES,,Twospot Demoiselle,341387
104279548,https://inaturalist-open-data.s3.amazonaws.com/photos/174544632/medium.jpeg,-4.650574669,39.38604855,Dusky Gregory,Stegastes nigricans,YES,,Dusky Gregory,49922
104279549,https://inaturalist-open-data.s3.amazonaws.com/photos/174544645/medium.jpeg,-4.650533245,39.38625795,Dusky Gregory,Stegastes nigricans,YES,,Dusky Gregory,49922
104279552,https://inaturalist-open-data.s3.amazonaws.com/photos/174544673/medium.jpeg,-4.650573304,39.38626528,Dusky Gregory,Stegastes nigricans,YES,,Dusky Gregory,49922
104279560,https://inaturalist-open-data.s3.amazonaws.com/photos/174544741/medium.jpeg,-4.650441,39.3873682,Dusky Gregory,Stegastes nigricans,YES,,Dusky Gregory,49922
104279696,https://inaturalist-open-data.s3.amazonaws.com/photos/174545762/medium.jpeg,-4.659669903,39.38844109,Regal Demoiselle,Neopomacentrus cyanomos,YES,,Regal Demoiselle,358376
104342221,https://inaturalist-open-data.s3.amazonaws.com/photos/174817459/medium.jpeg,36.87748806,25.89419253,Mediterranean Damselfish,Chromis chromis,YES,,Mediterranean Damselfish,118682
104431563,https://inaturalist-open-data.s3.amazonaws.com/photos/174984398/medium.jpg,8.575,97.38,Blue-scribbled Damsel,Pomacentrus nagasakiensis,YES,,Blue-scribbled Damsel,358838
104483050,https://inaturalist-open-data.s3.amazonaws.com/photos/175075935/medium.jpg,11.22557224,119.3152488,Three-spot Dascyllus,Dascyllus trimaculatus,YES,,Three-spot Dascyllus,49303
104564255,https://inaturalist-open-data.s3.amazonaws.com/photos/175235880/medium.jpg,-29.0605594,167.9620866,Peacock Damsel,Pomacentrus pavo,YES,,Peacock Damsel,119717
104830622,https://static.inaturalist.org/photos/175744470/medium.jpeg,27.78833333,34.22444444,Green Damselfish,Amblyglyphidodon indicus,YES,,Green Damselfish,311609
10484599,https://inaturalist-open-data.s3.amazonaws.com/photos/14578213/medium.jpg,-33.79912887,151.2966301,Reticulated Damselfish,Dascyllus reticulatus,YES,,Reticulated Damselfish,179872
10486565,https://inaturalist-open-data.s3.amazonaws.com/photos/14581688/medium.jpg,-33.79884357,151.2965872,Blackbar Damselfish,Plectroglyphidodon dickii,YES,,Blackbar Damselfish,204597
10486566,https://inaturalist-open-data.s3.amazonaws.com/photos/14581689/medium.jpg,-33.79884357,151.2965872,Three-spot Dascyllus,Dascyllus trimaculatus,YES,,Three-spot Dascyllus,49303
10505082,https://static.inaturalist.org/photos/14613668/medium.jpg,1.462997,125.229678,Blackbanded Damsel,Amblypomacentrus breviceps,YES,,Blackbanded Damsel,181016
10505831,https://static.inaturalist.org/photos/14614788/medium.jpg,27.359571,33.825531,Yellow-side Damselfish,Amblyglyphidodon flavilatus,YES,,Yellow-side Damselfish,371763
