"species","PC1_mean","PC1_sd","PC2_mean","PC2_sd","PC3_mean","PC3_sd","PC4_mean","PC4_sd","PC5_mean","PC5_sd","PC6_mean","PC6_sd","PC7_mean","PC7_sd","PC8_mean","PC8_sd"
"Abudefduf_sparoides",-166.414786245416,33.7023878447086,-184.206118048222,14.594640569754,62.837693599455,88.5470950852767,-4.69587671521715,107.352579349127,-21.7007796070166,38.9517184962414,24.9395937660575,75.4239572366639,-35.5034011695086,47.940244764291,43.6465534734646,64.0625039445644
"Abudefduf_taurus",-80.0290130599101,16.7793180317409,38.1161536560906,18.1037864085044,39.4398167126914,37.2369953632631,1.82707472941145,46.4197798898248,-10.2297353646962,43.1028078809082,50.3215135430245,50.5007996708929,4.63318065858924,31.2406948122441,56.8367779745492,18.7450535133058
"Abudefduf_troschelii",38.4155769170566,98.41958761866,-214.290509858036,24.8808821880104,-1.20323520092153,47.5245225059157,38.439881147531,9.27507338000605,-94.7350261192206,7.85870291662102,149.43583807128,6.2213315456006,-16.3455958212035,13.675862587697,3.16893032020841,19.0637444552306
"Abudefduf_vaigiensis",-44.8245353180291,130.520672132247,-113.774177678775,47.3187855517503,-26.0116346230229,14.0383253146263,18.7587897662958,55.4741738169393,-15.7467346111776,61.4945786056066,30.0822248598876,15.628083990686,-4.33007489320154,25.9917195422002,-33.1747090432378,29.8308130425492
"Abudefduf_whitleyi",-92.7330119132185,81.8483152118281,-148.494305011953,29.1598364543334,-112.440741649168,30.9192422685887,11.7311336269817,45.4837732260367,13.4374200519047,55.4233724788363,13.855050576569,17.4966235665648,31.4615876260751,15.9539817050583,36.9037231611836,32.2426106183864
"Acanthochromis_polyacanthus",-2.14138437356478,177.318242314553,50.9551241506765,120.257933366443,9.95236098690522,97.469976375137,38.8119934156789,66.0644451891588,-49.305198508383,31.8731966313071,-17.9663851404366,54.09253928324,-37.6991143212898,65.3091614835903,-37.0251240568099,55.4051073193678
"Altrichthys_alelia",-215.930823671925,108.272952789459,-73.6397453341294,149.262288797278,117.552287026722,73.4781829853135,69.7916777850385,7.73936354259083,2.871060908991,60.4799748727294,13.9483560977496,7.28118556207042,-47.4025850291386,36.5096006647203,-114.779217882802,30.267732143374
"Altrichthys_azurelineatus",-148.639053143441,231.76702671074,-55.1677128535176,46.1448908637962,-38.0033274091034,76.6043594589923,37.7309360418914,88.2403235516138,-26.1374628775217,10.5717347560534,68.888081579239,30.7218224273612,26.8201585258902,36.3209772715681,7.11718019710325,32.8859992631944
"Altrichthys_curatus",-271.699761879119,NA,-42.740286181611,NA,11.4499688436469,NA,76.0988430739482,NA,3.15692188933092,NA,-38.0558564356471,NA,19.2556963587194,NA,-43.9137098777706,NA
"Amblyglyphidodon_aureus",-157.700255225965,65.1430672756762,158.546702999336,135.39246498948,-28.8336004901323,62.8379533819081,2.20263667091193,41.4757016230201,34.3355108682672,92.6330514690029,46.6106137892528,66.755028439482,25.6813234187479,39.2660571026625,78.6510868089979,19.0125994774945
