model,AIC,k,n_obs,AICc,PC,region,TraitSet,DeltaAICc,Weight
DDlin,137.53836255598748,3,343,137.60915901616445,colorPC5,AO,Color,39.06791366210939,1.5494802115851874e-9
DDexp,100.92086766854723,3,343,100.99166412872422,colorPC5,AO,Color,2.45041877466916,0.13853962878071654
MC,150.92822252312308,3,343,150.99901898330006,colorPC5,AO,Color,52.457773629245,1.916968098847494e-12
WN,330.16872676764166,1,343,330.18045697292024,colorPC6,IO,Color,19.16594679042396,3.81436565340304e-5
BM,404.6072190796502,1,343,404.61894928492876,colorPC6,IO,Color,93.60443910243248,2.6140211490465906e-21
EB,406.71915793482464,1,343,406.7308881401032,colorPC6,IO,Color,95.71637795760694,9.093004405703345e-22
OU,319.7250473962835,1,343,319.7367776015621,colorPC6,IO,Color,8.722267419065815,0.007067055207157197
OUM_Diet,322.7299260028128,5,343,322.90796754583954,colorPC6,IO,Color,11.89345736334326,0.0014475158806668558
OUM_Habitat,311.1860678149424,7,343,311.52039617315137,colorPC6,IO,Color,0.5058859906550879,0.4299352379166277
OUM_Symbiosis,310.83646863946956,5,343,311.0145101824963,colorPC6,IO,Color,0,0.5536748400822276
DDlin,368.15669637757696,3,343,368.22749283775397,colorPC6,IO,Color,57.21298265525769,2.087437392106415e-13
DDexp,319.45910378141434,3,343,319.52990024159135,colorPC6,IO,Color,8.515390059095068,0.007837207256577966
MC,406.7183940031663,3,343,406.7891904633433,colorPC6,IO,Color,95.77468028084701,8.831759067252033e-22
WN,570.2166693439916,1,343,570.2283995492702,colorPC6,IAA,Color,49.30312067164607,1.9578166390687646e-11
BM,657.6057482958655,1,343,657.6174785011441,colorPC6,IAA,Color,136.69219962351997,2.0676386009627946e-30
EB,659.6665826671486,1,343,659.6783128724272,colorPC6,IAA,Color,138.7530339948031,7.378534863867058e-31
OU,538.5349190849934,1,343,538.546649290272,colorPC6,IAA,Color,17.62137041264782,1.483804460957822e-4
OUM_Diet,539.0598710925361,5,343,539.2379126355628,colorPC6,IAA,Color,18.31263375793867,1.0501969295800872e-4
OUM_Habitat,532.0343638564649,7,343,532.3686922146738,colorPC6,IAA,Color,11.44341333704972,0.003257639378371358
OUM_Symbiosis,520.7472373345975,5,343,520.9252788776241,colorPC6,IAA,Color,0,0.9949669141946804
DDlin,590.214992479877,3,343,590.285788940054,colorPC6,IAA,Color,69.36051006242985,8.637046311282868e-16
DDexp,533.8197900692093,3,343,533.8905865293863,colorPC6,IAA,Color,12.965307651762146,0.0015220462683153597
MC,659.665489654107,3,343,659.736286114284,colorPC6,IAA,Color,138.81100723665986,7.1677261472812985e-31
WN,332.3007735718753,1,343,332.3125037771539,colorPC6,CPO,Color,5.477148292886966,0.029697385938985243
BM,423.5626730911405,1,343,423.57440329641906,colorPC6,CPO,Color,96.73904781215214,4.523228612540937e-22
EB,425.6610494985302,1,343,425.67277970380877,colorPC6,CPO,Color,98.83742421954184,1.584133911602653e-22
OU,328.64554797723986,1,343,328.65727818251844,colorPC6,CPO,Color,1.8219226982515124,0.18468872192054925
OUM_Diet,332.01373193064427,5,343,332.191773473671,colorPC6,CPO,Color,5.356417989404065,0.03154528644035311
OUM_Habitat,329.00689098555324,6,343,329.25689098555324,colorPC6,CPO,Color,2.4215355012863142,0.1368472612109025
OUM_Symbiosis,326.6573139412402,5,343,326.8353554842669,colorPC6,CPO,Color,0,0.4592676579329159
DDlin,381.6361043326934,3,343,381.7069007928704,colorPC6,CPO,Color,54.87154530860346,5.582917272649414e-13
DDexp,328.89922163581616,3,343,328.97001809599317,colorPC6,CPO,Color,2.1346626117262417,0.15795368655573566
MC,428.4907728088776,3,343,428.5615692690546,colorPC6,CPO,Color,101.72621378478766,3.7367944326858956e-23
WN,49.96512017653909,1,343,49.976850381817684,colorPC6,EPO,Color,5.8269707431146,0.03614081194554855
BM,48.934580950426096,1,343,48.94631115570469,colorPC6,EPO,Color,4.796431517001608,0.06050296454867423
EB,51.728772046156145,1,343,51.74050225143474,colorPC6,EPO,Color,7.590622612731657,0.014963244341418555
OU,49.71179960088042,1,343,49.723529806159014,colorPC6,EPO,Color,5.573650167455931,0.04102095523440424
OUM_Diet,43.971838095676375,5,343,44.149879638703084,colorPC6,EPO,Color,0,0.665745937903876
OUM_Habitat,49.16533062210039,4,343,49.28367381736666,colorPC6,EPO,Color,5.133794178663578,0.05111157733156458
OUM_Symbiosis,49.52582274977478,4,343,49.64416594504105,colorPC6,EPO,Color,5.494286306337969,0.042681474343712965
DDlin,49.881575239862634,3,343,49.95237170003963,colorPC6,EPO,Color,5.802492061336544,0.03658586971398302
DDexp,49.87254014819672,3,343,49.94333660837371,colorPC6,EPO,Color,5.793456969670629,0.0367515219463083
MC,51.7332032244827,3,343,51.80399968465969,colorPC6,EPO,Color,7.65412004595661,0.014495642690509458
WN,83.63211025652146,1,343,83.64384046180005,colorPC6,AO,Color,0,0.3368597920733567
BM,99.8826067031383,1,343,99.89433690841689,colorPC6,AO,Color,16.250496446616836,9.970081507341823e-5
EB,102.36143835920049,1,343,102.37316856447909,colorPC6,AO,Color,18.729328102679034,2.88687017593908e-5
OU,84.15372859443195,1,343,84.16545879971055,colorPC6,AO,Color,0.5216183379104962,0.2595261913486295
OUM_Diet,87.7443981991365,5,343,87.9224397421632,colorPC6,AO,Color,4.278599280363153,0.03966095317004541
OUM_Habitat,90.77590398592898,6,343,91.02590398592898,colorPC6,AO,Color,7.382063524128924,0.008403388643620382
OUM_Symbiosis,86.46661779567772,4,343,86.584960990944,colorPC6,AO,Color,2.9411205291439444,0.07740926930971459
DDlin,93.16649892962242,3,343,93.23729538979941,colorPC6,AO,Color,9.59345492799936,0.002781358097018699
DDexp,83.97736360262404,3,343,84.04816006280103,colorPC6,AO,Color,0.40431960100097797,0.2752024465281257
MC,102.3612437636583,3,343,102.43204022383529,colorPC6,AO,Color,18.788199762035234,2.8031312656250777e-5
WN,333.80839657673243,1,343,333.820126782011,colorPC7,IO,Color,8.69923785928313,0.0109814431734831
BM,397.4870065797961,1,343,397.4987367850747,colorPC7,IO,Color,72.37784786234681,1.633145763858505e-16
EB,399.59882027084944,1,343,399.610550476128,colorPC7,IO,Color,74.48966155340014,5.681335446209549e-17
OU,331.2582588077783,1,343,331.2699890130569,colorPC7,IO,Color,6.149100090329,0.039302013375290004
OUM_Diet,332.31308212291293,5,343,332.49112366593965,colorPC7,IO,Color,7.370234743211768,0.021342671426693147
OUM_Habitat,330.97872508430436,7,343,331.3130534425133,colorPC7,IO,Color,6.192164519785422,0.03846479986125043
OUM_Symbiosis,324.94284737970116,5,343,325.1208889227279,colorPC7,IO,Color,0,0.8505011752344269
DDlin,367.4382148788495,3,343,367.50901133902653,colorPC7,IO,Color,42.38812241629864,5.311425401685161e-10
DDexp,331.19381162503487,3,343,331.2646080852119,colorPC7,IO,Color,6.14371916248399,0.039407896397713596
MC,401.9509848812254,3,343,402.0217813414024,colorPC7,IO,Color,76.90089241867452,1.7016032353000056e-17
WN,615.2481376960229,1,343,615.2598679013015,colorPC7,IAA,Color,21.020862702074965,1.700437162028397e-5
BM,818.9482983166008,1,343,818.9600285218794,colorPC7,IAA,Color,224.72102332265285,9.945639824948374e-50
EB,821.0092884423483,1,343,821.0210186476269,colorPC7,IAA,Color,226.78201344840033,3.5489052786069355e-50
OU,606.9385365108958,1,343,606.9502667161744,colorPC7,IAA,Color,12.711261516947843,0.0010838459482020613
OUM_Diet,610.3110871184452,5,343,610.4891286614719,colorPC7,IAA,Color,16.25012346224537,1.8471980050263105e-4
OUM_Habitat,594.931959361927,7,343,595.266287720136,colorPC7,IAA,Color,1.0272825209094663,0.37334587795912033
OUM_Symbiosis,594.0609636561999,5,343,594.2390051992265,colorPC7,IAA,Color,0,0.6239976093470287
DDlin,740.5594299215222,3,343,740.6302263816992,colorPC7,IAA,Color,146.3912211824727,1.015624447746408e-32
DDexp,606.409504787139,3,343,606.480301247316,colorPC7,IAA,Color,12.241296048089453,0.0013709425735259906
MC,821.0126326757711,3,343,821.0834291359481,colorPC7,IAA,Color,226.84442393672157,3.4398708928984267e-50
WN,361.4269848969224,1,343,361.438715102201,colorPC7,CPO,Color,15.682068431955372,2.0501473816351252e-4
BM,407.9155638794621,1,343,407.9272940847407,colorPC7,CPO,Color,62.17064741449508,1.6478528257190765e-14
EB,410.01380225118555,1,343,410.02553245646413,colorPC7,CPO,Color,64.2688857862185,5.771540503240689e-15
OU,354.19036296051166,1,343,354.20209316579025,colorPC7,CPO,Color,8.445446495544616,0.007641833484416882
OUM_Diet,358.12916420945373,5,343,358.30720575248046,colorPC7,CPO,Color,12.550559082234827,9.812591019193928e-4
OUM_Habitat,345.50664667024563,6,343,345.75664667024563,colorPC7,CPO,Color,0,0.5213183059044808
OUM_Symbiosis,345.83632543466126,5,343,346.014366977688,colorPC7,CPO,Color,0.2577203074423551,0.45828930422501807
DDlin,375.9043987715765,3,343,375.9751952317535,colorPC7,CPO,Color,30.218548561507873,1.4296460530033274e-7
DDexp,353.30275403529424,3,343,353.37355049547125,colorPC7,CPO,Color,7.61690382522562,0.011564139581368161
MC,410.01323821463313,3,343,410.08403467481014,colorPC7,CPO,Color,64.32738800456451,5.6051617859094496e-15
WN,26.50690369254587,1,343,26.51863389782446,colorPC7,EPO,Color,0,0.4265240702205181
BM,32.32037258099559,1,343,32.332102786274184,colorPC7,EPO,Color,5.813468888449723,0.023311209929761812
EB,35.11460765272399,1,343,35.126337858002586,colorPC7,EPO,Color,8.607703960178124,0.00576506726730059
OU,28.510216800913987,1,343,28.52194700619258,colorPC7,EPO,Color,2.0033131083681184,0.1566497227895673
OUM_Diet,32.088235645287334,5,343,32.26627718831404,colorPC7,EPO,Color,5.747643290489581,0.024091212723354124
OUM_Habitat,28.96666422488331,4,343,29.085007420149584,colorPC7,EPO,Color,2.5663735223251223,0.11821228585351598
OUM_Symbiosis,30.388968570008792,4,343,30.507311765275066,colorPC7,EPO,Color,3.9886778674506047,0.05805146056188514
DDlin,31.290361523342167,3,343,31.361157983519156,colorPC7,EPO,Color,4.842524085694695,0.03787937463662516
DDexp,28.620688018536292,3,343,28.69148447871328,colorPC7,EPO,Color,2.17285058088882,0.14391797389086533
MC,35.11449126694467,3,343,35.18528772712166,colorPC7,EPO,Color,8.6666538292972,0.005597622126606416
WN,66.00422098741527,1,343,66.01595119269386,colorPC7,AO,Color,0,0.30567384993724067
BM,78.98665308065225,1,343,78.99838328593084,colorPC7,AO,Color,12.98243209323698,4.636165992866422e-4
EB,81.46548175105167,1,343,81.47721195633027,colorPC7,AO,Color,15.461260763636403,1.3424192475996715e-4
OU,66.42485825056231,1,343,66.4365884558409,colorPC7,AO,Color,0.420637263147043,0.24769547099139558
OUM_Diet,68.09260593440445,5,343,68.27064747743115,colorPC7,AO,Color,2.2546962847372924,0.09900501855094075
OUM_Habitat,69.68542436394372,6,343,69.93542436394372,colorPC7,AO,Color,3.9194731712498623,0.04306807907609736
OUM_Symbiosis,68.92863625094566,4,343,69.04697944621194,colorPC7,AO,Color,3.0310282535180733,0.06715507901005885
DDlin,72.76626860331082,3,343,72.83706506348781,colorPC7,AO,Color,6.821113870793951,0.01009420753817638
DDexp,66.54399514751522,3,343,66.61479160769221,colorPC7,AO,Color,0.5988404149983495,0.2265800889797159
MC,81.46529638773929,3,343,81.53609284791628,colorPC7,AO,Color,15.520141655222417,1.3034739232787456e-4
WN,302.0642100985131,1,343,302.0759403037917,colorPC8,IO,Color,0,0.5442563410200935
BM,427.36071424064636,1,343,427.37244444592494,colorPC8,IO,Color,125.29650414213324,3.3729765532941076e-28
EB,429.47268231054795,1,343,429.48441251582653,colorPC8,IO,Color,127.40847221203484,1.1732897669511183e-28
OU,303.9909661645374,1,343,304.00269636981596,colorPC8,IO,Color,1.926756066024268,0.2076891141228855
OUM_Diet,307.24806713387244,5,343,307.42610867689916,colorPC8,IO,Color,5.350168373107465,0.03749982117977643
OUM_Habitat,312.50633962066433,7,343,312.8406679788733,colorPC8,IO,Color,10.764727675081588,0.0025019151871251144
OUM_Symbiosis,308.0202712157181,5,343,308.1983127587448,colorPC8,IO,Color,6.1223724549531084,0.025488672135965406
DDlin,388.66574269702596,3,343,388.73653915720297,colorPC8,IO,Color,86.66059885341127,8.273581653417856e-20
DDexp,304.1897814588489,3,343,304.26057791902593,colorPC8,IO,Color,2.1846376152342373,0.18256413635415408
MC,429.4718464733247,3,343,429.5426429335017,colorPC8,IO,Color,127.46670262971003,1.1396216951522718e-28
WN,590.8519869900648,1,343,590.8637171953434,colorPC8,IAA,Color,3.2214717033706393,0.07585539747571282
BM,744.2607532401968,1,343,744.2724834454754,colorPC8,IAA,Color,156.63023795350261,3.6956953146563984e-35
EB,746.3215827225459,1,343,746.3333129278245,colorPC8,IAA,Color,158.69106743585178,1.318841860010175e-35
OU,587.6305152866942,1,343,587.6422454919727,colorPC8,IAA,Color,0,0.3797695854796177
OUM_Diet,589.9719221154517,5,343,590.1499636584783,colorPC8,IAA,Color,2.507718166505583,0.10838672642561101
OUM_Habitat,594.2941498041175,7,343,594.6284781623265,colorPC8,IAA,Color,6.986232670353729,0.011547262312320672
OUM_Symbiosis,591.6811184241126,5,343,591.8591599671392,colorPC8,IAA,Color,4.216914475166504,0.046113579704846225
DDlin,675.5278345263379,3,343,675.5986309865149,colorPC8,IAA,Color,87.95638549454213,3.020186391253043e-20
DDexp,587.5790582878803,3,343,587.6498547480574,colorPC8,IAA,Color,0.007609256084606386,0.37832744860189155
MC,746.3205556444268,3,343,746.3913521046038,colorPC8,IAA,Color,158.74910661263107,1.2811196015259217e-35
WN,370.8459371798735,1,343,370.85766738515207,colorPC8,CPO,Color,2.328622745438679,0.13061541343959762
BM,474.6116665287058,1,343,474.6233967339844,colorPC8,CPO,Color,106.09435209427102,3.833121592930225e-24
EB,476.71005554041545,1,343,476.72178574569404,colorPC8,CPO,Color,108.19274110598064,1.3424348303125547e-24
OU,368.84202870452594,1,343,368.8537589098045,colorPC8,CPO,Color,0.3247142700911354,0.35574403440484875
OUM_Diet,373.07980995163206,5,343,373.2578514946588,colorPC8,CPO,Color,4.72880685494539,0.03933698519137907
OUM_Habitat,374.780503744241,6,343,375.030503744241,colorPC8,CPO,Color,6.501459104527612,0.01621341604676479
OUM_Symbiosis,373.06469162382336,5,343,373.2427331668501,colorPC8,CPO,Color,4.713688527136696,0.03963546662368659
DDlin,432.38923267443363,3,343,432.46002913461064,colorPC8,CPO,Color,63.930984494897245,5.4854408886454454e-15
DDexp,368.4582481795364,3,343,368.5290446397134,colorPC8,CPO,Color,0,0.4184546842937177
MC,476.7092624562837,3,343,476.7800589164607,colorPC8,CPO,Color,108.2510142767473,1.3038851928172607e-24
WN,62.75569251250197,1,343,62.76742271778057,colorPC8,EPO,Color,0,0.368921599056622
BM,66.2648671140352,1,343,66.2765973193138,colorPC8,EPO,Color,3.509174601533225,0.06381554750846027
EB,69.05909020805237,1,343,69.07082041333096,colorPC8,EPO,Color,6.3033976955503945,0.015782240754835076
OU,64.13049430017864,1,343,64.14222450545724,colorPC8,EPO,Color,1.3748017876766667,0.1855238154433701
OUM_Diet,70.65903877985917,5,343,70.83708032288588,colorPC8,EPO,Color,8.069657605105313,0.006525746483273327
OUM_Habitat,66.66717051927697,4,343,66.78551371454324,colorPC8,EPO,Color,4.018090996762673,0.049478520910480044
OUM_Symbiosis,66.75853363101048,4,343,66.87687682627676,colorPC8,EPO,Color,4.1094541084961875,0.04726911387218812
DDlin,65.68465915854573,3,343,65.75545561872272,colorPC8,EPO,Color,2.9880329009421516,0.08281156307568927
DDexp,64.31138864861111,3,343,64.38218510878811,colorPC8,EPO,Color,1.6147623910075382,0.16454810470616144
MC,69.058986974694193,3,343,69.12978343487119,colorPC8,EPO,Color,6.362360717090617,0.015323748188920459
WN,80.68191813339591,1,343,80.6936483386745,colorPC8,AO,Color,0.8402886141107899,0.25227265274600225
BM,113.2532982170969,1,343,113.2650284223755,colorPC8,AO,Color,33.41166869781178,2.1334617198803244e-8
EB,115.73217722619331,1,343,115.74390743147191,colorPC8,AO,Color,35.890547706908194,6.177362926785293e-9
OU,82.23218202393288,1,343,82.24391222921147,colorPC8,AO,Color,2.390552504647758,0.11620763090405684
OUM_Diet,82.77517832462831,5,343,82.95321986765502,colorPC8,AO,Color,3.0998601430913055,0.08150991697104185
OUM_Habitat,79.60335972456372,6,343,79.85335972456372,colorPC8,AO,Color,0,0.3840046896011936
OUM_Symbiosis,83.98420536324204,4,343,84.10254855850832,colorPC8,AO,Color,4.249188833944601,0.04588142486143952
DDlin,103.71890417496157,3,343,103.78970063513856,colorPC8,AO,Color,23.93634091057484,2.435713150761247e-6
DDexp,82.10687006698335,3,343,82.17766652716034,colorPC8,AO,Color,2.324306802596624,0.1201212156929627
MC,115.73198426682403,3,343,115.80278072700102,colorPC8,AO,Color,35.949421002437305,5.998172393604943e-9
WN,341.25887710192967,1,343,341.27060730720825,morphoPC1,IO,Morphology,35.519344089838626,1.9156461671311017e-8
BM,344.8224638133553,1,343,344.83419401863387,morphoPC1,IO,Morphology,39.08293080126424,3.2247219422991125e-9
EB,346.9341657872693,1,343,346.9458959925479,morphoPC1,IO,Morphology,41.19463277517826,1.121868658548776e-9
OU,317.892005548269,1,343,317.9037357535476,morphoPC1,IO,Morphology,12.152472536177982,0.002271783717731889
OUM_Diet,305.5732216743429,5,343,305.7512632173696,morphoPC1,IO,Morphology,0,0.9891060642011162
OUM_Habitat,323.5673637754583,7,343,323.90169213366727,morphoPC1,IO,Morphology,18.150428916297642,1.1322108261268046e-4
OUM_Symbiosis,319.37103739032995,5,343,319.54907893335667,morphoPC1,IO,Morphology,13.797815715987042,9.97895928431297e-4
DDlin,323.7223234830228,3,343,323.7931199431998,morphoPC1,IO,Morphology,18.0418567258302,1.1953730349816864e-4
DDexp,315.47341577260505,3,343,315.54421223278206,morphoPC1,IO,Morphology,9.792949015412432,0.007391473174012039
MC,346.9335699058853,3,343,347.0043663660623,morphoPC1,IO,Morphology,41.253103148692674,1.0895454090964796e-9
WN,591.4788924337769,1,343,591.4906226390555,morphoPC1,IAA,Morphology,54.381959432180906,1.191917095661481e-12
BM,608.3295463886125,1,343,608.341276593891,morphoPC1,IAA,Morphology,71.2326133870165,2.613202315763379e-16
EB,610.3902236607045,1,343,610.401953865983,morphoPC1,IAA,Morphology,73.2932906591085,9.326155453826304e-17
OU,548.9228943461276,1,343,548.9346245514062,morphoPC1,IAA,Morphology,11.825961344531606,0.0020756953842551414
OUM_Diet,539.3528304722811,5,343,539.5308720153078,morphoPC1,IAA,Morphology,2.422208808433197,0.22864543628945705
OUM_Habitat,550.7172823593471,7,343,551.0516107175561,morphoPC1,IAA,Morphology,13.942947510681506,7.202212225724708e-4
OUM_Symbiosis,550.3271363514356,5,343,550.5051778944622,morphoPC1,IAA,Morphology,13.396514687587683,9.465036528229502e-4
DDlin,560.5892251981456,3,343,560.6600216583226,morphoPC1,IAA,Morphology,23.551358451448095,5.902363996335666e-6
DDexp,537.0378667466975,3,343,537.1086632068746,morphoPC1,IAA,Morphology,0,0.7676062410857036
MC,610.3894473392626,3,343,610.4602437994396,morphoPC1,IAA,Morphology,73.35158059256503,9.058267715401476e-17
WN,399.4434772597881,1,343,399.4552074650667,morphoPC1,CPO,Morphology,57.169346039273876,1.3276848503923982e-13
BM,350.843005941225,1,343,350.85473614650357,morphoPC1,CPO,Morphology,8.568874720710767,0.004748465156015406
EB,352.9409029780244,1,343,352.95263318330296,morphoPC1,CPO,Morphology,10.666771757510162,0.001663415339827208
OU,343.3568752135093,1,343,343.36860541878787,morphoPC1,CPO,Morphology,1.0827439929950629,0.20051454838518826
OUM_Diet,342.1078198827661,5,343,342.2858614257928,morphoPC1,CPO,Morphology,0,0.3445567475035165
OUM_Habitat,347.24628412516773,6,343,347.49628412516773,morphoPC1,CPO,Morphology,5.210422699374931,0.0254584433804065
OUM_Symbiosis,343.8763520125518,5,343,344.05439355557854,morphoPC1,CPO,Morphology,1.76853212978574,0.14230785960936632
DDlin,343.71861503960133,3,343,343.78941149977834,morphoPC1,CPO,Morphology,1.5035500739855365,0.16246843945097084
DDexp,344.3699202282658,3,343,344.4407166884428,morphoPC1,CPO,Morphology,2.154855262650017,0.11731130992523449
MC,353.9589114098828,3,343,354.0297078700598,morphoPC1,CPO,Morphology,11.743846444266978,9.707712493416673e-4
WN,60.418144244390234,1,343,60.42987444966883,morphoPC1,EPO,Morphology,11.674284249938637,0.0024757296784461125
BM,54.366575950266174,1,343,54.37830615554477,morphoPC1,EPO,Morphology,5.622715955814577,0.051025184226616095
EB,57.16074460100874,1,343,57.17247480628733,morphoPC1,EPO,Morphology,8.41688460655714,0.012619395979884056
OU,56.536133137762754,1,343,56.54786334304135,morphoPC1,EPO,Morphology,7.7922731433111565,0.017245318674489744
OUM_Diet,48.577548656703485,5,343,48.75559019973019,morphoPC1,EPO,Morphology,0,0.8486758379718777
OUM_Habitat,56.51725887370424,4,343,56.63560206897051,morphoPC1,EPO,Morphology,7.88001186924032,0.016505131994117246
OUM_Symbiosis,59.42326443074889,4,343,59.54160762601516,morphoPC1,EPO,Morphology,10.786017426284964,0.0038600054059113463
DDlin,56.446993735751334,3,343,56.51779019592833,morphoPC1,EPO,Morphology,7.7621999961981345,0.01750658855643337
DDexp,56.39537787338041,3,343,56.466174333557404,morphoPC1,EPO,Morphology,7.710584133827211,0.017964277994589495
MC,57.18201700389888,3,343,57.25281346407587,morphoPC1,EPO,Morphology,8.497223264345678,0.012122529517634865
WN,76.8407078318364,1,343,76.852438037115,morphoPC1,AO,Morphology,0,0.5469231476431414
BM,127.33473439830884,1,343,127.34646460358744,morphoPC1,AO,Morphology,50.49402656647244,5.933183101581816e-12
EB,129.8136327760497,1,343,129.82536298132828,morphoPC1,AO,Morphology,52.97292494421329,1.7179155381847006e-12
OU,79.31934245447056,1,343,79.33107265974915,morphoPC1,AO,Morphology,2.4786346226341607,0.15837901401498616
OUM_Diet,81.32335866670743,5,343,81.50140020973414,morphoPC1,AO,Morphology,4.64896217261915,0.05350778772873517
OUM_Habitat,86.11427233310512,6,343,86.36427233310512,morphoPC1,AO,Morphology,9.511834295990127,0.004703896212322653
OUM_Symbiosis,79.4074627378508,4,343,79.52580593311708,morphoPC1,AO,Morphology,2.673367896002091,0.14368513551471138
DDlin,116.37210093960222,3,343,116.44289739977921,morphoPC1,AO,Morphology,39.59045936266422,1.3834621632151702e-9
DDexp,80.32934295802065,3,343,80.40013941819764,morphoPC1,AO,Morphology,3.5477013810826463,0.09280101749332195
MC,129.8134328595327,3,343,129.88422931970968,morphoPC1,AO,Morphology,53.03179128259468,1.66808871719702e-12
WN,317.95070432436495,1,343,317.96243452964353,morphoPC2,IO,Morphology,0,0.29247092063839547
BM,415.63690048306097,1,343,415.64863068833955,morphoPC2,IO,Morphology,97.68619615869602,1.7938854908606303e-22
EB,417.74883687863144,1,343,417.76056708391,morphoPC2,IO,Morphology,99.79813255426649,6.240128829095204e-23
OU,318.3439903731055,1,343,318.3557205783841,morphoPC2,IO,Morphology,0.3932860487405492,0.2402601322500428
OUM_Diet,321.760859812012,5,343,321.9389013550387,morphoPC2,IO,Morphology,3.976466825395164,0.040050126514021914
OUM_Habitat,320.6334344121662,7,343,320.96776277037515,morphoPC2,IO,Morphology,3.0053282407316146,0.06508545669163462
OUM_Symbiosis,320.2451184659308,5,343,320.4231600089575,morphoPC2,IO,Morphology,2.4607254793139646,0.08545607535979005
DDlin,379.5596335149728,3,343,379.6304299751498,morphoPC2,IO,Morphology,61.66799544550628,1.188632569678736e-14
DDexp,318.0026649522425,3,343,318.07346141241953,morphoPC2,IO,Morphology,0.11102688277600237,0.2766772885461033
MC,417.7480590479654,3,343,417.8188555081424,morphoPC2,IO,Morphology,99.85642097849887,6.060889768208709e-23
WN,594.2057967901061,1,343,594.2175269953847,morphoPC2,IAA,Morphology,0.23544459488925895,0.30988758001302
BM,788.0205664450104,1,343,788.032296650289,morphoPC2,IAA,Morphology,194.0502142497936,2.540163575850271e-43
EB,790.0815115187637,1,343,790.0932417240423,morphoPC2,IAA,Morphology,196.11115932354687,9.064276558548175e-44
OU,594.946534218487,1,343,594.9582644237656,morphoPC2,IAA,Morphology,0.9761820232702121,0.21397108143255872
OUM_Diet,598.1462981545335,5,343,598.3243396975602,morphoPC2,IAA,Morphology,4.342257297064748,0.03975768817080752
OUM_Habitat,599.4690311651171,7,343,599.8033595233261,morphoPC2,IAA,Morphology,5.821277122830679,0.018978244989835493
OUM_Symbiosis,597.0494084165272,5,343,597.2274499595538,morphoPC2,IAA,Morphology,3.2453675590584226,0.0688030520057216
DDlin,711.4670774876095,3,343,711.5378739477865,morphoPC2,IAA,Morphology,117.55579154729105,1.0361306534458747e-26
DDexp,593.9112859403184,3,343,593.9820824004954,morphoPC2,IAA,Morphology,0,0.34860235338805673
MC,790.08064526531,3,343,790.151441725487,morphoPC2,IAA,Morphology,196.16935932499155,8.804307006368437e-44
WN,343.7593595047114,1,343,343.77108970999,morphoPC2,CPO,Morphology,1.524875210699804,0.1277950785676576
BM,454.8479403052406,1,343,454.8596705105192,morphoPC2,CPO,Morphology,112.613456011229,9.636854617998649e-26
EB,456.94636137776723,1,343,456.9580915830458,morphoPC2,CPO,Morphology,114.71187708375561,3.374962572646658e-26
OU,342.52923236606773,1,343,342.5409625713463,morphoPC2,CPO,Morphology,0.29474807205610887,0.23639203726761515
OUM_Diet,346.48266807920294,5,343,346.66070962222966,morphoPC2,CPO,Morphology,4.4144951229394565,0.03013291440733263
OUM_Habitat,342.2578086037516,6,343,342.5078086037516,morphoPC2,CPO,Morphology,0.26159410446138054,0.24034336429751618
OUM_Symbiosis,344.2632270154428,5,343,344.4412685584695,morphoPC2,CPO,Morphology,2.195054059179313,0.09140851244563683
DDlin,411.9742923648046,3,343,412.04508882498163,morphoPC2,CPO,Morphology,69.79887432569143,1.9098690581545786e-16
DDexp,342.1754180391132,3,343,342.2462144992902,morphoPC2,CPO,Morphology,0,0.2739280930142415
MC,456.94563879372083,3,343,457.01643525389784,morphoPC2,CPO,Morphology,114.77022075460764,3.277930896978228e-26
WN,58.933146881315075,1,343,58.94487708659367,morphoPC2,EPO,Morphology,0,0.6257572701049463
BM,78.9166317079664,1,343,78.928361913245,morphoPC2,EPO,Morphology,19.983484826651328,2.8644899922174922e-5
EB,81.7109533956637,1,343,81.72268360094229,morphoPC2,EPO,Morphology,22.77780651434862,7.083828925999473e-6
OU,61.727262164371595,1,343,61.73899236965019,morphoPC2,EPO,Morphology,2.79411528305652,0.15476454646830315
OUM_Diet,67.51857882294865,5,343,67.69662036597536,morphoPC2,EPO,Morphology,8.751743279381692,0.007870258505022133
OUM_Habitat,64.82626684395774,4,343,64.94461003922402,morphoPC2,EPO,Morphology,5.999732952630346,0.031158780145796695
OUM_Symbiosis,64.86459901692878,4,343,64.98294221219506,morphoPC2,EPO,Morphology,6.038065125601385,0.030567274798855147
DDlin,75.04076589662147,3,343,75.11156235679846,morphoPC2,EPO,Morphology,16.166685270204788,1.9313225095595046e-4
DDexp,61.73545896770584,3,343,61.80625542788283,morphoPC2,EPO,Morphology,2.8613783412891607,0.14964613062886192
MC,81.71075333294036,3,343,81.78154979311735,morphoPC2,EPO,Morphology,22.83667270652368,6.878368410544918e-6
WN,78.8691056139739,1,343,78.8808358192525,morphoPC2,AO,Morphology,0,0.4731707818006387
BM,110.21691527914582,1,343,110.22864548442442,morphoPC2,AO,Morphology,31.347809665171923,7.377811254170196e-8
EB,112.69578886465712,1,343,112.70751906993571,morphoPC2,AO,Morphology,33.82668325068322,2.136224938506661e-8
OU,80.54489749454227,1,343,80.55662769982087,morphoPC2,AO,Morphology,1.6757918805683687,0.20470306054641701
